year,sample,yearSampleLabel,Cohort,CohortLabel,stattype,subject,grade,scale,jurisdiction,jurisLabel,variable,variableLabel,varValue,varValueLabel,value,isStatDisplayable,errorFlag
2015,R3,2015,1,Grade 4,MN:MN,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,218.613264393701,1,0
2015,R3,2015,1,Grade 4,ALC:AB,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,64.0329717402545,1,0
2015,R3,2015,1,Grade 4,MN:MN,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,217.942913018264,1,0
2015,R3,2015,1,Grade 4,ALC:AB,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,73.8564110789824,1,0
2015,R3,2015,1,Grade 4,MN:MN,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,228.971255010227,1,0
2015,R3,2015,1,Grade 4,ALC:AB,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,64.026926289581,1,0
2015,R3,2015,1,Grade 4,MN:MN,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,216.253287883864,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,63.150831118221,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,216.419813531011,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,62.8624626199697,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,216.108025728181,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,67.1145702223602,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,221.482217417377,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,74.5376098355786,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,228.272622052382,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,65.9264337356384,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,219.682925180546,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,69.6128106860177,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,224.080585290071,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,55.904299359541,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,211.600527874868,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,68.9225587655154,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,225.04933454894,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,60.3604641777238,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,215.203305690064,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,69.2014470151464,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,223.930906236334,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,67.7140834588947,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,221.892902768779,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,63.3980506478202,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,216.587775171729,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,58.9078968286236,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,213.127835391026,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,64.4715789598008,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,218.952797117684,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,60.495265803241,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,214.87849345961,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,74.0097833714083,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,227.598382221255,1,0
2017,R3,2017,1,Grade 4,ALC:AB,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,63.8629167030592,1,0
2017,R3,2017,1,Grade 4,MN:MN,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,217.316396173819,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,57.7277784806719,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,211.728520409549,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,62.1154999433857,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,215.054222154958,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,62.4200899355612,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,217.686784683225,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,70.2795058933729,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,224.71226131,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,63.3354458360456,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,217.982568037342,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,66.7909175017398,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,220.929888641558,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,54.6838374928802,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,209.873121958397,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,64.2159553230084,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,219.838944928094,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,65.3960536301807,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,219.342215016725,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,66.8446389454817,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,221.280043715178,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,66.3327622724532,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,220.474059149004,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,63.3184760584206,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,216.35068432151,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,61.1192311072696,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,215.981732374201,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,65.6498822967728,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,219.061110000096,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,61.2460998104771,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,216.044998438523,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,68.9734221277397,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,223.641834613407,1,0
2019,R3,2019,1,Grade 4,ALC:AB,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,60.1419932301541,1,0
2019,R3,2019,1,Grade 4,MN:MN,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,213.184518276667,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,58.6626269225444,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,AL,Alabama,TOTAL,All students,1,All students,213.304803954478,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,58.148079659849,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,211.952401971433,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,53.1710744458859,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,DE,Delaware,TOTAL,All students,1,All students,208.301570070164,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,70.5630671606966,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,FL,Florida,TOTAL,All students,1,All students,224.739478076644,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,60.7990955154285,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,GA,Georgia,TOTAL,All students,1,All students,215.882292250826,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,62.0471505897158,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,216.597654865333,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,57.4077988141721,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,212.335700553312,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,56.4587510857783,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,MD,Maryland,TOTAL,All students,1,All students,212.480141744086,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,63.4048049580095,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,217.160500079958,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,61.2394487855438,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,216.130141000817,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,62.6120680982858,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,NT,National,TOTAL,All students,1,All students,217.494490502989,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,55.0952082026605,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,208.10830835914,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,60.8747656695817,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,216.388794375541,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,58.9846027562651,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,214.000841671919,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,58.414238023962,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,TX,Texas,TOTAL,All students,1,All students,214.198243688727,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,59.922691585177,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,VA,Virginia,TOTAL,All students,1,All students,214.035607766354,1,0
2022,R3,2022,1,Grade 4,ALC:AB,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,52.3239655686261,1,0
2022,R3,2022,1,Grade 4,MN:MN,RED,4,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,205.310453431884,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,62.6212004553317,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,251.978391189903,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,69.0200480504376,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,257.691731885046,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,80.0553759071314,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,266.00936537348,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,66.0293174349619,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,255.779970004926,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,66.8189350792687,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,256.872381537265,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,75.3935091847772,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,263.938418419941,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,63.8901222631821,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,252.691593269226,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,69.2575999071307,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,260.78238344543,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,60.3833810997738,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,250.530668896407,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,68.9261668898874,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,258.160185489234,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,72.5839130319988,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,262.169658855575,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,72.2884488240222,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,259.631359955752,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,67.03858180028,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,257.16910456442,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,70.6484900655504,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,259.072341834008,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,TX,Texas,TOTAL,All students,1,All students,69.1283414004293,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,TX,Texas,TOTAL,All students,1,All students,258.191597999486,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,VA,Virginia,TOTAL,All students,1,All students,78.4482479239539,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,VA,Virginia,TOTAL,All students,1,All students,267.808966738154,1,0
2005,R3,2005,2,Grade 8,ALC:AB,RED,8,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,66.6475323671558,1,0
2005,R3,2005,2,Grade 8,MN:MN,RED,8,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,255.0733795631,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,62.2935513845062,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,251.936881437536,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,69.6249912213242,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,257.96099580386,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,77.2256130651749,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,264.544830664544,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,71.4680210683354,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,259.790720651776,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,70.0942105374951,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,258.70499279234,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,73.2957936699141,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,261.965950993654,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,64.1686711104794,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,253.238294281289,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,75.584211758823,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,265.240121492132,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,60.2847376432689,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,250.063570104392,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,70.971264088646,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,259.136703088411,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,74.0384808550901,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,262.791677985083,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,72.0754716797693,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,259.547225161046,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,68.7272915519574,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,257.421202792973,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,71.295364377288,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,TN,Tennessee,TOTAL,All students,1,All students,259.161954905287,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,TX,Texas,TOTAL,All students,1,All students,72.9852360746634,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,TX,Texas,TOTAL,All students,1,All students,260.812919224922,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,VA,Virginia,TOTAL,All students,1,All students,78.741000509098,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,VA,Virginia,TOTAL,All students,1,All students,266.878737486076,1,0
2007,R3,2007,2,Grade 8,ALC:AB,RED,8,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,68.3870984840385,1,0
2007,R3,2007,2,Grade 8,MN:MN,RED,8,RRPCM,WV,West Virginia,TOTAL,All students,1,All students,254.998552385478,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,65.7211602337235,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,AL,Alabama,TOTAL,All students,1,All students,254.89524659554,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,69.2456963047907,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,AR,Arkansas,TOTAL,All students,1,All students,258.048580163614,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,77.7098132818873,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,DE,Delaware,TOTAL,All students,1,All students,264.998966063101,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,75.6241262529868,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,FL,Florida,TOTAL,All students,1,All students,264.362040854787,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,72.1811535589751,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,GA,Georgia,TOTAL,All students,1,All students,260.244524519648,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,78.9928734387352,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,KY,Kentucky,TOTAL,All students,1,All students,266.854019810768,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,64.4464186007779,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,LA,Louisiana,TOTAL,All students,1,All students,253.329004007468,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,77.2914169461734,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,MD,Maryland,TOTAL,All students,1,All students,267.298056489004,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,61.6189978467051,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,MS,Mississippi,TOTAL,All students,1,All students,251.305654614612,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,70.11818759946,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,NC,North Carolina,TOTAL,All students,1,All students,259.528486560755,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,75.2950092120623,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,NT,National,TOTAL,All students,1,All students,264.009995529273,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,72.5614813363119,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,OK,Oklahoma,TOTAL,All students,1,All students,259.495771007061,1,0
2009,R3,2009,2,Grade 8,ALC:AB,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,68.2379469042321,1,0
2009,R3,2009,2,Grade 8,MN:MN,RED,8,RRPCM,SC,South Carolina,TOTAL,All students,1,All students,257.274184592561,1,0
